timestamp,load_id,real_power_w,reactive_power_var
2023-01-06 01:00,7001146863,173,69
2023-01-06 01:00,7001146864,898,359
2023-01-06 01:00,7001146866,194,78
2023-01-06 01:00,7001146867,909,364
2023-01-06 01:00,7001146868,113,45
2023-01-06 01:00,7001146869,815,326
2023-01-06 01:00,7001146876,144,58
2023-01-06 01:00,7001146877,81,32
2023-01-06 01:00,7001146879,818,327
2023-01-06 01:00,7001146880,78,31
2023-01-06 01:00,7001146881,244,98
2023-01-06 01:00,7001146882,453,181
2023-01-06 01:00,7001146883,32,13
2023-01-06 01:00,7001146884,203,81
2023-01-06 01:00,7001147394,177,71
2023-01-06 01:00,7001147407,1706,682
2023-01-06 01:00,7001147408,401,160
2023-01-06 01:00,7001147411,1138,455
2023-01-06 01:00,7001147412,215,86
2023-01-06 01:00,7001147413,2,1
2023-01-06 01:00,7001147417,150,60
2023-01-06 01:00,7001147418,718,287
2023-01-06 01:00,7001148710,59,24
2023-01-06 01:00,7001148712,450,180
2023-01-06 01:00,7001148714,111,44
2023-01-06 01:00,7001148715,847,339
2023-01-06 01:00,7001148716,52,21
2023-01-06 01:00,7001148718,167,67
2023-01-06 01:00,7001148719,1053,421
2023-01-06 01:00,7001148720,933,373
2023-01-06 01:00,7001148727,25,10
2023-01-06 01:00,7001148731,447,179
2023-01-06 01:00,7001148732,99,40
2023-01-06 01:00,7001148737,152,61
2023-01-06 01:00,7001148738,83,33
2023-01-06 01:00,7001148739,138,55
2023-01-06 01:00,7001148740,86,34
2023-01-06 01:00,7001148746,196,78
2023-01-06 01:00,7001148752,173,69
2023-01-06 01:00,7001148755,591,236
2023-01-06 01:00,7001149756,427,171
2023-01-06 01:00,7001149757,1994,798
2023-01-06 01:00,7001149758,360,144
2023-01-06 01:00,7001149759,4732,1893
2023-01-06 01:00,7001149763,199,80
2023-01-06 01:00,7001149769,145,58
2023-01-06 01:00,7001149771,1266,506
2023-01-06 01:00,7001149772,446,178
2023-01-06 01:00,7001149773,734,294
2023-01-06 01:00,7001149774,387,155
2023-01-06 01:00,7001149775,740,296
2023-01-06 01:00,7001149776,570,228
2023-01-06 01:00,7001149777,233,93
2023-01-06 01:00,7001149780,148,59
2023-01-06 01:00,7001149782,148,59
2023-01-06 01:00,7001149784,127,51
2023-01-06 01:00,7001149785,2,1
2023-01-06 01:00,7001149787,824,330
2023-01-06 01:00,7001149791,991,396
2023-01-06 01:00,7001149792,98,39
2023-01-06 01:00,7001149796,125,50
2023-01-06 01:00,7001149797,123,49
2023-01-06 01:00,7001149798,202,81
2023-01-06 01:00,7001149801,228,91
2023-01-06 01:00,7001151247,81,32
2023-01-06 01:00,7001151310,1280,512
2023-01-06 01:00,7001151311,686,274
2023-01-06 01:00,7001151317,772,309
2023-01-06 01:00,7001151318,194,78
2023-01-06 01:00,7001151346,571,228
2023-01-06 01:00,7001151347,100,40
2023-01-06 01:00,7001151348,1075,430
2023-01-06 01:00,7001151353,196,78
2023-01-06 01:00,7001151354,517,207
2023-01-06 01:00,7001151360,728,291
2023-01-06 01:00,7001151361,390,156
2023-01-06 01:00,7001151362,954,382
2023-01-06 01:00,7001151365,1933,773
2023-01-06 01:00,7001151367,241,96
2023-01-06 01:00,7001151368,252,101
2023-01-06 01:00,7001152605,3288,1315
2023-01-06 01:00,7001152608,775,310
2023-01-06 01:00,7001152609,594,238
2023-01-06 01:00,7001152610,518,207
2023-01-06 01:00,7001152613,379,152
2023-01-06 01:00,7001152614,347,139
2023-01-06 01:00,7001152618,56,22
2023-01-06 01:00,7001152620,4206,1682
2023-01-06 01:00,7001152630,872,349
2023-01-06 01:00,7001152632,140,56
2023-01-06 01:00,7001153805,246,98
2023-01-06 01:00,7001153806,78,31
2023-01-06 01:00,7001153809,307,123
2023-01-06 01:00,7001153816,302,121
2023-01-06 01:00,7001153821,121,48
2023-01-06 01:00,7001153823,62,25
2023-01-06 01:00,7001153830,28,11
2023-01-06 01:00,7001153831,236,94
2023-01-06 01:00,7001153833,213,85
2023-01-06 01:00,7001153837,116,46
